a,ある
vicinism,近所
vicinity,近所
vicious,悪質な
viciously,意地悪に
viciousness,悪質さ
vicissim,一方で
vicissitude,栄枯盛衰
vicissitudes,変遷
vicksburg,ヴィックスバーグ
victim,被害者
victimize,犠牲にする
victimized,犠牲になった
victis,負けた
victor,勝者
victoria,勝利
victoriam,勝利
victorian,勝利
victoriana,ビクトリア朝の
victories,勝利
victorious,勝利した
victoriously,勝利して
victory,勝利
victrix,勝者
victrola,ビクトロラ
victual,仮想的な
victualer,勝利者
victuals,ビジュアル
vicugna,ビクーニャ
vicuna,ビキューナ
vida,人生
vide,見る
videlicet,つまり
vident,彼らは見る
video,なるほど
videocassette,ビデオカセット
videotape,ビデオテープ
videri,見られること
videris,あなたは見られています
vidi,私が見た
vidrio,ガラス
vidua,未亡人
viduity,未亡人
vie,人生
vielle,ヴィエル
vienna,ウィーン
viennese,ウィーン
vient,彼が来る
vientiane,ビエンチャン
vietnam,ベトナム
vietnamese,ベトナム語
vieux,ヴュー
view,ビュー
viewer,ビューア
viewgraph,ビューグラフ
viewless,見えない
views,ビュー
vigesimal,二十日
vigeur,活発な
vigil,徹夜
vigilance,警戒
vigilant,彼らが見ています
vigilante,見てる
vigilantism,警戒心
vigilantly,用心深く
vigils,警察
vigna,ブドウ畑
vigneron,ヴィニュロン
vignette,ビネット
vigor,強さ
vigorous,活発な
vigorously,勢いよく
viii,Ⅷ
viking,バイキング
vila,村
vile,安い
vilely,卑劣な
vileness,卑劣さ
vilification,中傷
vilify,悪口を言う
vilipend,軽蔑的な
vilipendency,卑劣な依存
villa,村
village,村
villager,村人
villain,悪党
villainess,悪役令嬢
villainy,悪役
villanous,凶悪な
villany,悪役
villein,ヴィラン
villeinage,ヴィレネージュ
villenage,村
villi,村
villian,悪役
villify,悪者にする
villous,絨毛のある
villus,村
vilnius,絨毛
vim,力
viminaria,ビミナリア
vin,ワイン
vina,ワイン
vinaigrette,ヴィネグレット
vinblastine,ビンブラスチン
vinca,勝つ
vincer,負けてしまう
vinces,あなたが勝つ
vincetis,あなたが勝つ
vincetoxicum,ビンセトクシム
vincible,征服可能な
vincit,勝ちます
vincite,克服する
vincristine,ビンクリスチン
vincture,つなぐ
vinculo,つなぐ
vinculum,つなぐ
vindex,復讐者
vindicate,復讐をします
vindicated,正しさが証明された
vindicating,正しさを証明する
vindication,正しさの証明
vindicator,復讐者
vindice,復讐者
vindictive,執念深く
vindictiveness,復讐心
vine,ぶどうの木
vinefretter,ヴァインフレッター
vinegar,お酢
vinegariness,酢っぽさ
vinegarroon,ビネガーロン
vinegrub,蔓性植物
vinery,ブドウ畑
vineyard,ブドウ畑
vingtun,ヴィントゥン
vinifera,ヴィニフェラ
vino,ワイン
vinous,ワインのような
vintage,ビンテージ
vintner,ワイン醸造家
vinyl,ビニール
vinylite,ビニライト
viol,ヴィオール
viola,ビオラ
violable,違反する
violaceae,スミレ
violate,違反する
violating,違反している
violation,違反
violator,違反者
violence,暴力によって
violent,彼らは暴力的です
violently,激しく
violet,紫
violin,バイオリン
violinist,バイオリニスト
violoncello,チェロ
violone,バイオリン
viomycin,ビオマイシン
viper,毒蛇
vipera,毒蛇
viperidae,マムシ科
virago,私は向きます
viral,バイラル
virent,緑
vireo,ビデオ
vireonidae,ビレオン科
vires,強さ
virescent,彼らは緑色に変わります
virga,ロッド
virgate,ヤード
virgil,バージル
virgilia,バージニア
virgilianae,ヴィルジリアナ
virgin,処女
virginal,処女
virginals,ヴァージナルス
virginia,バージニア州
virginian,バージニア人
virginibus,処女
virginity,処女
virgo,処女
viribus,力強く
viricidal,殺ウイルス性の
viricide,殺ウイルス剤
viridescence,緑化
viridity,緑
virile,男らしい
virilis,男性的な
virility,男らしさ
virion,ビリオン
viro,男に
viroid,ウイロイド
virological,ウイルス学的
virology,ウイルス学
virtility,美徳
virtu,徳によって
virtual,バーチャル
virtually,事実上
virtue,美徳
virtueless,仮想性
virtues,美徳
virtuosity,妙技
virtuoso,名手
virtuous,高潔な
virtuously,徳高く
virtuousness,徳
virtus,美徳
virtute,徳によって
virtutem,美徳
virtutis,美徳の
virulence,毒性
virulent,毒性
virulently,激しく
virum,男
virus,ウイルス
vis,あなたが欲しい
visa,見た
visage,顔立ち
visaged,見栄を張った
visavis,あなたは見たでしょう
visayan,ビサヤ人
viscaceae,ビスカス科
viscacha,ビスカチャ
viscera,内臓
visceral,内臓的な
viscerally,内臓的に
viscid,食べる
viscidity,粘度
viscoelastic,粘弾性
viscometer,粘度計
viscometric,粘度計
viscometry,粘度測定
viscosity,粘度
viscount,子爵
viscountcy,子爵領
viscountess,子爵夫人
viscounty,子爵
viscous,粘性のある
viscum,粘液
vise,見る
viselike,万力のような
vishnu,ヴィシュヌ神
visibility,可視性
visible,見える
visibly,目に見えて
visigoth,西ゴート族
vision,ビジョン
visionary,先見の明のある
visionless,視力のない
visit,訪問
visitation,訪問
visitations,訪問
visite,訪問
visiting,訪問
visitings,訪問
visitor,ビジター
visits,訪問
visor,ビューア
visored,バイザー付き
vista,見た
vistula,ベスト
visu,視覚的に
visual,ビジュアル
visualizer,ビジュアライザー
visually,視覚的に
visum,ビュー
visus,見た
vita,人生
vitaceae,ぶどうの木
vitae,人生の
vital,重要な
vitalic,重要な
vitalism,バイタリズム
vitalist,バイタリスト
vitality,活力
vitalization,活性化
vitalize,活力を与える
vitally,極めて重要な
vitalness,活力
vitals,バイタル
vitam,人生
vitamin,ビタミン
vitant,彼らは避ける
vitare,避けるために
vitharr,ヴィトハール
vitia,欠陥
vitiate,副
vitiated,損なわれた
vitiation,傷害
viticulture,ブドウ栽培
viticulturist,ワイン醸造家
vitiliginous,白斑のような
vitiligo,白斑
vitis,ぶどうの木
vitium,障害
vitreform,ガラスの形
vitreous,硝子体
vitrics,継母
vitrification,ガラス化
vitrify,ガラス化する
vitrine,ショーケース
vitriol,ビトリオール
vitrite,ガラス
vittaria,ヴィンタリア
vittariaceae,ビタリア科
vituperate,非難する
vituperation,非難する
vituperative,非難的に
vituperator,非難者
vituss,老人
viva,生きている
vivace,活気のある
vivacious,元気な
vivaciously,活発に
vivaciousness,活発さ
vivacity,活気
vivandiere,生きる
vivant,彼らは生きています
vivarium,ビバリウム
vive,ライブ
vivendi,生活に関して。生活の
vivere,生きる
viverra,漫画
viverricula,漫画
viverridae,漫画
viverrine,ラクーン
vivid,鮮やかな
vividly,鮮やかに
vivificate,復活する
vivification,生き生きとした
vivified,生き生きとした
vivify,生き生きとさせる
vivifying,生き生きとした
vivimus,私たちは生きている
viviparous,胎生
vivisection,生体解剖
vivisectionist,生体解剖学者
vivit,彼は住んでいる
vivitque,そして彼は生きた
vivre,生きる
vivrece,生きる
vivvamus,生きてみましょう
vixen,ライブ
vixenish,女っぽい
vixit,彼が住んでいました
viyella,ビエラ
viz,つまり
vizier,宰相
viziership,宰相職
vizla,ヴィズラ
vizor,バイザー
vladivostok,ウラジオストク
vlei,私は欲しかった
vobis,あなたへ
vobiscum,あなたと
vocable,呼び出し可能
vocabulary,語彙
vocal,ボーカル
vocalic,声の
vocalism,ボーカリズム
vocalist,ボーカリスト
vocality,声量
vocalization,発声
vocalize,声を出す
vocally,声的に
vocation,電話をかける
vocational,職業的な
vocationally,職業的に
vocations,電話をかける
vocative,呼びかけ的な
voce,声
voces,声
vociferate,叫ぶ
vociferation,発声
vociferous,大声で
vociferously,大声で
vocis,声
vodka,ウォッカ
vogue,流行
vogul,ヴォーグル
voi,あなた
voice,声
voiced,有声音
voiceless,無声
void,空所
voile,ボイル
voir,ヴォワール
voiturier,運転者
voivode,誓う
vol,巻
voland,彼らは飛ぶ
volant,彼らは飛ぶ
volapuk,ボラプク
volat,ハエ
volatile,揮発性の
volatility,ボラティリティ
volatilization,揮発
volatilize,揮発する
volatilized,揮発した
volauvent,彼らを飛ばさせてください
volcanic,火山性の
volcanically,火山的に
volcanism,火山活動
volcano,火山
volcanology,火山学
vole,お願いします
volens,喜んで
volente,喜んで
voles,あなたが欲しい
volga,広める
volgaic,ボルガイック
volgograd,ヴォルゴグラード
volie,喜んで
volitare,飛ぶ
volitation,フライト
volitient,彼らは飛ぶでしょう
volition,意志
volitional,自発的な
volitive,自主的に
volk,フォルク
volksraad,フォルクスロード
volley,バレーボール
volleyball,バレーボール
volo,欲しい
volonte,喜んで
volt,巻
voltage,電圧
voltaic,ボルタ
voltaire,振り向く
voltaism,ボルタイズム
voltarian,ボタリアン
volteface,振り向く
voltigeur,振り向く
voltmeter,電圧計
volto,欲しい
volubilis,圧延
volubility,変動性
voluble,ボリュームのある
volume,音量
volumes,ボリューム
volumetric,体積測定
volumetrically,体積的に
voluminous,ボリュームのある
voluntarily,自主的に
voluntariness,自主性
voluntary,自発的な
voluntas,意思
volunteer,ボランティア
volunteering,ボランティア
volunteers,ボランティア
voluptales,楽しみ
voluptas,喜び
voluptuary,官能的な
voluptuous,官能的な
voluptuously,官能的に
voluptuousness,官能的
volutation,革命
volute,お願いします
volution,意志
volva,転がる
volvaria,車両
volvariaceae,ボルバリア科
volvariella,ボルバリエラ
volvocaceae,ボルボカセ科
volvocales,母音
volvox,車両
vombatidae,ウォンバティ科
vomica,ヴォミカ
vomit,吐瀉物
vomition,嘔吐
vomitory,嘔吐物
voodoo,ブードゥー教
voodooism,ブードゥー教
voorlooper,フールルーパー
voortrekker,フォールトレッカー
voracious,貪欲な
voraciously,貪欲に
voracity,貪欲さ
vorspielgerman,フォルシュピールドイツ人
vorstellen,導入
vorstellung,ヴォルステルング
vortex,渦巻き
vortical,垂直
vorticella,渦巻き
vorticose,渦巻き状に
vos,あなた
vosky,ヴォスキー
vostro,あなたへ
votary,信心深い
vote,投票する
voter,有権者
voting,投票
votis,願い
votive,奉納的に
voto,願い
votograph,絵文字
vouch,保証する
vouchee,バウチャー
voucher,バウチャー
vouchsafe,保証金
vouchsafement,保証
vouge,流行
vouloir,欲しい
voulu,私は欲しかった
vous,あなた
voussoir,ヴソワール
vow,おお
vowel,母音
vowellike,母音のような
vows,誓いを立てる
vox,声
voxfaucibus,彼らの口で
voyage,旅
voyager,ボイジャー
voyeur,盗撮者
voyeurism,盗撮
voyeuristic,盗撮的な
voyeuristically,覗き見的に
vraitsemblance,ヴライサンバランス
vrouw,ヴロウ
vshillyshally,対シリーシャリー
vue,見る
vulcan,火山
vulcanization,加硫
vulgar,下品な
vulgaria,下品な
vulgarian,俗っぽい
vulgarism,俗悪
vulgarity,下品
vulgate,下品な
vulgum,一般の人々
vulgus,群衆
vulguslat,普及させる
vull,欲しい
vulnerability,脆弱性
vulnerable,脆弱
vulnerably,脆弱
vulnerary,脆弱
vulnus,傷
vulpes,キツネ
vulpine,キツネ
vult,彼は欲しい
vultu,見て
vultur,彼は欲しい
vulture,ハゲワシ
vultus,顔
vulva,子宮
vulvar,外陰部
vulvectomy,外陰切除術
vulvitis,外陰炎
vwith,と
vying,争う
wa,わ
wabash,ウォバシュ
wabble,ぐらつく
wad,札束
wadding,詰め物
waddle,よたよた歩く
waddy,ワディ
wade,ウェイド
wadi,ワディ
wading,水遊び
wafer,ウエハース
waffle,ワッフル
waft,漂う
wafted,漂った
wafture,ワッチャー
wag,ワガママ
wage,賃金
wager,賭ける
wages,賃金
waggery,ぐらつく
waggish,気まぐれな
waggishly,ふらふらと
waggishness,ぐらつき
waggle,ワグル
waggon,ワゴン
wagner,ワーグナー
wagnerian,ワグネリアン
wagon,ワゴン
wagoner,馬車乗り
wagonette,ワゴンネット
wagonload,ワゴン車一台分
wagonwright,ワゴンライト
wagram,ワグラム
wags,ワガママ
wagtail,セキレイ
wahabi,わはび
wahoo,うわー
wahr,おお
wahrheil,真実
wahrheit,真実
wai,ワイ
waif,浮浪者
waifs,浮浪者
wail,泣き叫ぶ
wailing,泣き叫ぶ
wain,ウェイン
wainscot,腰板
waist,ウエスト
waistcoat,チョッキ
wait,待って
waiter,ウェイター
waiting,待っている
waitress,ウェイトレス
waits,待つ
waive,放棄する
wakashan,若山
wake,目を覚ます
wakeful,目覚めている
wakefulness,覚醒状態
waking,起きている
walapai,ワラパイ
walbiri,ワルビリ
waldgrave,ヴァルドグレイブ
wale,ウェール
waler,ウェーラー
wales,ウェールズ
walhall,ウォールホール
wali,ワリ
walk,歩く
walkabout,散歩
walked,歩いた
walker,歩行者
walking,歩く
walkon,ウォークオン
walkout,出て行く
walkover,ウォークオーバー
walks,あるきます
wall,壁
wallaby,ワラビー
wallace,ウォレス
wallah,ワラー
wallboard,壁板
walled,壁に囲まれた
wallet,財布
walleye,スケトウダラ
walleyed,壁のある
wallflower,ウォールフラワー
wallop,ぶちのめす
walloper,ワロパー
wallow,うろうろする
wallpaper,壁紙
walls,壁
wallsend,壁側
walnut,クルミ
walnuts,クルミ
walpole,ウォルポール
walrus,セイウチ
